Tamaño,Hilos,algoritmo,tiempo
32,31,Paralelo V2,10806
32,1,Secuencial,0
32,1,Paralelo V1,72
32,2,Paralelo V1,152
32,4,Paralelo V1,336
32,8,Paralelo V1,1722
32,16,Paralelo V1,7153
32,32,Paralelo V1,15157
32,31,Paralelo V2,10050
32,1,Secuencial,0
32,1,Paralelo V1,63
32,2,Paralelo V1,121
32,4,Paralelo V1,374
32,8,Paralelo V1,1641
32,16,Paralelo V1,6109
32,32,Paralelo V1,15534
32,31,Paralelo V2,10588
32,1,Secuencial,0
32,1,Paralelo V1,71
32,2,Paralelo V1,121
32,4,Paralelo V1,367
32,8,Paralelo V1,1680
32,16,Paralelo V1,7053
32,32,Paralelo V1,17196
32,31,Paralelo V2,10300
32,1,Secuencial,0
32,1,Paralelo V1,81
32,2,Paralelo V1,108
32,4,Paralelo V1,384
32,8,Paralelo V1,1793
32,16,Paralelo V1,7111
32,32,Paralelo V1,17410
32,31,Paralelo V2,10936
32,1,Secuencial,0
32,1,Paralelo V1,116
32,2,Paralelo V1,135
32,4,Paralelo V1,409
32,8,Paralelo V1,2256
32,16,Paralelo V1,7021
32,32,Paralelo V1,16375
32,31,Paralelo V2,9758
32,1,Secuencial,0
32,1,Paralelo V1,45
32,2,Paralelo V1,109
32,4,Paralelo V1,307
32,8,Paralelo V1,1597
32,16,Paralelo V1,6853
32,32,Paralelo V1,16643
32,31,Paralelo V2,10198
32,1,Secuencial,0
32,1,Paralelo V1,28
32,2,Paralelo V1,121
32,4,Paralelo V1,329
32,8,Paralelo V1,1649
32,16,Paralelo V1,6519
32,32,Paralelo V1,17434
32,31,Paralelo V2,10356
32,1,Secuencial,0
32,1,Paralelo V1,44
32,2,Paralelo V1,196
32,4,Paralelo V1,391
32,8,Paralelo V1,1766
32,16,Paralelo V1,6213
32,32,Paralelo V1,11946
32,31,Paralelo V2,7087
32,1,Secuencial,0
32,1,Paralelo V1,23
32,2,Paralelo V1,85
32,4,Paralelo V1,225
32,8,Paralelo V1,1215
32,16,Paralelo V1,4559
32,32,Paralelo V1,10878
32,31,Paralelo V2,7139
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,80
32,4,Paralelo V1,272
32,8,Paralelo V1,1247
32,16,Paralelo V1,4534
32,32,Paralelo V1,12334
32,31,Paralelo V2,7480
32,1,Secuencial,0
32,1,Paralelo V1,23
32,2,Paralelo V1,87
32,4,Paralelo V1,255
32,8,Paralelo V1,1262
32,16,Paralelo V1,4216
32,32,Paralelo V1,11283
32,31,Paralelo V2,7394
32,1,Secuencial,0
32,1,Paralelo V1,24
32,2,Paralelo V1,87
32,4,Paralelo V1,228
32,8,Paralelo V1,1117
32,16,Paralelo V1,4075
32,32,Paralelo V1,10477
32,31,Paralelo V2,6992
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,81
32,4,Paralelo V1,209
32,8,Paralelo V1,1138
32,16,Paralelo V1,4225
32,32,Paralelo V1,10468
32,31,Paralelo V2,6836
32,1,Secuencial,0
32,1,Paralelo V1,21
32,2,Paralelo V1,79
32,4,Paralelo V1,205
32,8,Paralelo V1,1002
32,16,Paralelo V1,3655
32,32,Paralelo V1,9982
32,31,Paralelo V2,6787
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,79
32,4,Paralelo V1,203
32,8,Paralelo V1,1030
32,16,Paralelo V1,3742
32,32,Paralelo V1,10200
32,31,Paralelo V2,6614
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,79
32,4,Paralelo V1,206
32,8,Paralelo V1,1125
32,16,Paralelo V1,3843
32,32,Paralelo V1,10801
32,31,Paralelo V2,6636
32,1,Secuencial,0
32,1,Paralelo V1,21
32,2,Paralelo V1,81
32,4,Paralelo V1,203
32,8,Paralelo V1,1126
32,16,Paralelo V1,3907
32,32,Paralelo V1,10803
32,31,Paralelo V2,6637
32,1,Secuencial,0
32,1,Paralelo V1,23
32,2,Paralelo V1,86
32,4,Paralelo V1,275
32,8,Paralelo V1,1178
32,16,Paralelo V1,4897
32,32,Paralelo V1,11177
32,31,Paralelo V2,7036
32,1,Secuencial,0
32,1,Paralelo V1,86
32,2,Paralelo V1,171
32,4,Paralelo V1,258
32,8,Paralelo V1,1156
32,16,Paralelo V1,3804
32,32,Paralelo V1,9805
32,31,Paralelo V2,6685
32,1,Secuencial,0
32,1,Paralelo V1,21
32,2,Paralelo V1,79
32,4,Paralelo V1,207
32,8,Paralelo V1,1059
32,16,Paralelo V1,3879
32,32,Paralelo V1,10230
32,31,Paralelo V2,7300
32,1,Secuencial,0
32,1,Paralelo V1,21
32,2,Paralelo V1,78
32,4,Paralelo V1,267
32,8,Paralelo V1,1177
32,16,Paralelo V1,4499
32,32,Paralelo V1,11059
32,31,Paralelo V2,6822
32,1,Secuencial,0
32,1,Paralelo V1,23
32,2,Paralelo V1,80
32,4,Paralelo V1,211
32,8,Paralelo V1,1026
32,16,Paralelo V1,3801
32,32,Paralelo V1,10595
32,31,Paralelo V2,6736
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,80
32,4,Paralelo V1,212
32,8,Paralelo V1,1079
32,16,Paralelo V1,4083
32,32,Paralelo V1,10828
32,31,Paralelo V2,6743
32,1,Secuencial,0
32,1,Paralelo V1,20
32,2,Paralelo V1,73
32,4,Paralelo V1,189
32,8,Paralelo V1,909
32,16,Paralelo V1,3297
32,32,Paralelo V1,10032
32,31,Paralelo V2,6548
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,81
32,4,Paralelo V1,212
32,8,Paralelo V1,1344
32,16,Paralelo V1,3795
32,32,Paralelo V1,10738
32,31,Paralelo V2,6770
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,79
32,4,Paralelo V1,243
32,8,Paralelo V1,1031
32,16,Paralelo V1,4050
32,32,Paralelo V1,10237
32,31,Paralelo V2,6811
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,78
32,4,Paralelo V1,201
32,8,Paralelo V1,994
32,16,Paralelo V1,3730
32,32,Paralelo V1,10157
32,31,Paralelo V2,6700
32,1,Secuencial,0
32,1,Paralelo V1,21
32,2,Paralelo V1,78
32,4,Paralelo V1,207
32,8,Paralelo V1,1086
32,16,Paralelo V1,3830
32,32,Paralelo V1,10624
32,31,Paralelo V2,7484
32,1,Secuencial,0
32,1,Paralelo V1,35
32,2,Paralelo V1,105
32,4,Paralelo V1,218
32,8,Paralelo V1,1186
32,16,Paralelo V1,3876
32,32,Paralelo V1,10595
32,31,Paralelo V2,7938
32,1,Secuencial,0
32,1,Paralelo V1,44
32,2,Paralelo V1,86
32,4,Paralelo V1,306
32,8,Paralelo V1,1179
32,16,Paralelo V1,4255
32,32,Paralelo V1,11382
32,31,Paralelo V2,7583
32,1,Secuencial,0
32,1,Paralelo V1,29
32,2,Paralelo V1,102
32,4,Paralelo V1,256
32,8,Paralelo V1,1202
32,16,Paralelo V1,4616
32,32,Paralelo V1,12127
32,31,Paralelo V2,7871
32,1,Secuencial,0
32,1,Paralelo V1,71
32,2,Paralelo V1,91
32,4,Paralelo V1,293
32,8,Paralelo V1,1326
32,16,Paralelo V1,5215
32,32,Paralelo V1,12874
32,31,Paralelo V2,8455
32,1,Secuencial,0
32,1,Paralelo V1,40
32,2,Paralelo V1,114
32,4,Paralelo V1,323
32,8,Paralelo V1,1280
32,16,Paralelo V1,4408
32,32,Paralelo V1,10813
32,31,Paralelo V2,7094
32,1,Secuencial,0
32,1,Paralelo V1,22
32,2,Paralelo V1,81
32,4,Paralelo V1,587
32,8,Paralelo V1,1267
32,16,Paralelo V1,4184
32,32,Paralelo V1,10619
32,31,Paralelo V2,6712
32,1,Secuencial,0
32,1,Paralelo V1,21
32,2,Paralelo V1,77
32,4,Paralelo V1,210
32,8,Paralelo V1,1054
32,16,Paralelo V1,4183
32,32,Paralelo V1,11521
32,31,Paralelo V2,7366
32,1,Secuencial,0
32,1,Paralelo V1,40
32,2,Paralelo V1,86
32,4,Paralelo V1,247
32,8,Paralelo V1,1187
32,16,Paralelo V1,4677
32,32,Paralelo V1,12126
32,31,Paralelo V2,7137
32,1,Secuencial,0
64,1,Paralelo V1,25
64,2,Paralelo V1,85
64,4,Paralelo V1,220
64,8,Paralelo V1,1091
64,16,Paralelo V1,3799
64,32,Paralelo V1,10197
64,64,Paralelo V1,18959
64,63,Paralelo V2,14445
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,76
64,4,Paralelo V1,204
64,8,Paralelo V1,1065
64,16,Paralelo V1,3584
64,32,Paralelo V1,10021
64,64,Paralelo V1,18494
64,63,Paralelo V2,14012
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,75
64,4,Paralelo V1,198
64,8,Paralelo V1,1305
64,16,Paralelo V1,3680
64,32,Paralelo V1,10361
64,64,Paralelo V1,19535
64,63,Paralelo V2,13899
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,79
64,4,Paralelo V1,202
64,8,Paralelo V1,1094
64,16,Paralelo V1,4272
64,32,Paralelo V1,10815
64,64,Paralelo V1,19261
64,63,Paralelo V2,16064
64,1,Secuencial,0
64,1,Paralelo V1,31
64,2,Paralelo V1,80
64,4,Paralelo V1,250
64,8,Paralelo V1,1187
64,16,Paralelo V1,4462
64,32,Paralelo V1,12045
64,64,Paralelo V1,23201
64,63,Paralelo V2,18777
64,1,Secuencial,0
64,1,Paralelo V1,33
64,2,Paralelo V1,95
64,4,Paralelo V1,274
64,8,Paralelo V1,1340
64,16,Paralelo V1,5026
64,32,Paralelo V1,13439
64,64,Paralelo V1,22709
64,63,Paralelo V2,14053
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,77
64,4,Paralelo V1,206
64,8,Paralelo V1,1158
64,16,Paralelo V1,4099
64,32,Paralelo V1,10681
64,64,Paralelo V1,19413
64,63,Paralelo V2,14409
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,79
64,4,Paralelo V1,238
64,8,Paralelo V1,1052
64,16,Paralelo V1,3795
64,32,Paralelo V1,10288
64,64,Paralelo V1,19400
64,63,Paralelo V2,14296
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,79
64,4,Paralelo V1,211
64,8,Paralelo V1,1125
64,16,Paralelo V1,4059
64,32,Paralelo V1,10538
64,64,Paralelo V1,19544
64,63,Paralelo V2,13906
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,78
64,4,Paralelo V1,206
64,8,Paralelo V1,992
64,16,Paralelo V1,4062
64,32,Paralelo V1,10390
64,64,Paralelo V1,18759
64,63,Paralelo V2,13739
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,81
64,4,Paralelo V1,215
64,8,Paralelo V1,959
64,16,Paralelo V1,3312
64,32,Paralelo V1,9487
64,64,Paralelo V1,18651
64,63,Paralelo V2,13778
64,1,Secuencial,1
64,1,Paralelo V1,170
64,2,Paralelo V1,186
64,4,Paralelo V1,547
64,8,Paralelo V1,1306
64,16,Paralelo V1,4731
64,32,Paralelo V1,11306
64,64,Paralelo V1,21326
64,63,Paralelo V2,14112
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,65
64,4,Paralelo V1,179
64,8,Paralelo V1,869
64,16,Paralelo V1,3143
64,32,Paralelo V1,9282
64,64,Paralelo V1,17817
64,63,Paralelo V2,14590
64,1,Secuencial,0
64,1,Paralelo V1,90
64,2,Paralelo V1,99
64,4,Paralelo V1,276
64,8,Paralelo V1,1218
64,16,Paralelo V1,4197
64,32,Paralelo V1,11022
64,64,Paralelo V1,20867
64,63,Paralelo V2,13432
64,1,Secuencial,0
64,1,Paralelo V1,22
64,2,Paralelo V1,77
64,4,Paralelo V1,207
64,8,Paralelo V1,995
64,16,Paralelo V1,3869
64,32,Paralelo V1,9481
64,64,Paralelo V1,17467
64,63,Paralelo V2,13541
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,73
64,4,Paralelo V1,191
64,8,Paralelo V1,1232
64,16,Paralelo V1,3644
64,32,Paralelo V1,10424
64,64,Paralelo V1,17322
64,63,Paralelo V2,16629
64,1,Secuencial,0
64,1,Paralelo V1,43
64,2,Paralelo V1,88
64,4,Paralelo V1,259
64,8,Paralelo V1,1230
64,16,Paralelo V1,4874
64,32,Paralelo V1,11344
64,64,Paralelo V1,21991
64,63,Paralelo V2,16386
64,1,Secuencial,0
64,1,Paralelo V1,105
64,2,Paralelo V1,104
64,4,Paralelo V1,293
64,8,Paralelo V1,1183
64,16,Paralelo V1,4452
64,32,Paralelo V1,11868
64,64,Paralelo V1,19285
64,63,Paralelo V2,13257
64,1,Secuencial,0
64,1,Paralelo V1,74
64,2,Paralelo V1,138
64,4,Paralelo V1,470
64,8,Paralelo V1,1029
64,16,Paralelo V1,3593
64,32,Paralelo V1,9405
64,64,Paralelo V1,17503
64,63,Paralelo V2,12950
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,76
64,4,Paralelo V1,205
64,8,Paralelo V1,984
64,16,Paralelo V1,3593
64,32,Paralelo V1,9087
64,64,Paralelo V1,18076
64,63,Paralelo V2,12987
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,77
64,4,Paralelo V1,200
64,8,Paralelo V1,975
64,16,Paralelo V1,3629
64,32,Paralelo V1,9815
64,64,Paralelo V1,18032
64,63,Paralelo V2,12976
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,74
64,4,Paralelo V1,194
64,8,Paralelo V1,962
64,16,Paralelo V1,3521
64,32,Paralelo V1,9223
64,64,Paralelo V1,17966
64,63,Paralelo V2,12947
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,76
64,4,Paralelo V1,198
64,8,Paralelo V1,975
64,16,Paralelo V1,3720
64,32,Paralelo V1,9112
64,64,Paralelo V1,18194
64,63,Paralelo V2,15264
64,1,Secuencial,0
64,1,Paralelo V1,74
64,2,Paralelo V1,104
64,4,Paralelo V1,236
64,8,Paralelo V1,1140
64,16,Paralelo V1,4334
64,32,Paralelo V1,12119
64,64,Paralelo V1,22185
64,63,Paralelo V2,15732
64,1,Secuencial,0
64,1,Paralelo V1,22
64,2,Paralelo V1,87
64,4,Paralelo V1,281
64,8,Paralelo V1,1201
64,16,Paralelo V1,4180
64,32,Paralelo V1,10818
64,64,Paralelo V1,20885
64,63,Paralelo V2,12947
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,78
64,4,Paralelo V1,204
64,8,Paralelo V1,993
64,16,Paralelo V1,3567
64,32,Paralelo V1,9853
64,64,Paralelo V1,22073
64,63,Paralelo V2,14282
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,78
64,4,Paralelo V1,205
64,8,Paralelo V1,975
64,16,Paralelo V1,3598
64,32,Paralelo V1,9368
64,64,Paralelo V1,17663
64,63,Paralelo V2,12939
64,1,Secuencial,0
64,1,Paralelo V1,18
64,2,Paralelo V1,67
64,4,Paralelo V1,176
64,8,Paralelo V1,849
64,16,Paralelo V1,3117
64,32,Paralelo V1,9276
64,64,Paralelo V1,17733
64,63,Paralelo V2,12928
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,69
64,4,Paralelo V1,185
64,8,Paralelo V1,879
64,16,Paralelo V1,3239
64,32,Paralelo V1,9069
64,64,Paralelo V1,17768
64,63,Paralelo V2,13003
64,1,Secuencial,0
64,1,Paralelo V1,27
64,2,Paralelo V1,68
64,4,Paralelo V1,179
64,8,Paralelo V1,843
64,16,Paralelo V1,3134
64,32,Paralelo V1,9109
64,64,Paralelo V1,17667
64,63,Paralelo V2,14625
64,1,Secuencial,0
64,1,Paralelo V1,96
64,2,Paralelo V1,79
64,4,Paralelo V1,261
64,8,Paralelo V1,1222
64,16,Paralelo V1,4357
64,32,Paralelo V1,11268
64,64,Paralelo V1,21613
64,63,Paralelo V2,15286
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,71
64,4,Paralelo V1,189
64,8,Paralelo V1,900
64,16,Paralelo V1,3273
64,32,Paralelo V1,9270
64,64,Paralelo V1,17774
64,63,Paralelo V2,12950
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,72
64,4,Paralelo V1,183
64,8,Paralelo V1,1093
64,16,Paralelo V1,3178
64,32,Paralelo V1,9080
64,64,Paralelo V1,17843
64,63,Paralelo V2,12989
64,1,Secuencial,0
64,1,Paralelo V1,23
64,2,Paralelo V1,79
64,4,Paralelo V1,207
64,8,Paralelo V1,976
64,16,Paralelo V1,3841
64,32,Paralelo V1,9711
64,64,Paralelo V1,17719
64,63,Paralelo V2,14102
64,1,Secuencial,0
64,1,Paralelo V1,37
64,2,Paralelo V1,103
64,4,Paralelo V1,303
64,8,Paralelo V1,1277
64,16,Paralelo V1,4518
64,32,Paralelo V1,11419
64,64,Paralelo V1,17742
64,63,Paralelo V2,13644
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,73
64,4,Paralelo V1,207
64,8,Paralelo V1,1000
64,16,Paralelo V1,3597
64,32,Paralelo V1,9782
64,64,Paralelo V1,20744
64,63,Paralelo V2,15492
64,1,Secuencial,0
64,1,Paralelo V1,26
64,2,Paralelo V1,82
64,4,Paralelo V1,199
64,8,Paralelo V1,932
64,16,Paralelo V1,3344
64,32,Paralelo V1,10038
64,64,Paralelo V1,17419
64,63,Paralelo V2,12993
64,1,Secuencial,0
64,1,Paralelo V1,18
64,2,Paralelo V1,65
64,4,Paralelo V1,181
64,8,Paralelo V1,853
64,16,Paralelo V1,3150
64,32,Paralelo V1,8967
64,64,Paralelo V1,17645
64,63,Paralelo V2,13093
64,1,Secuencial,0
64,1,Paralelo V1,18
64,2,Paralelo V1,70
64,4,Paralelo V1,182
64,8,Paralelo V1,856
64,16,Paralelo V1,3136
64,32,Paralelo V1,9232
64,64,Paralelo V1,17716
64,63,Paralelo V2,13252
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,75
64,4,Paralelo V1,210
64,8,Paralelo V1,985
64,16,Paralelo V1,3582
64,32,Paralelo V1,9068
64,64,Paralelo V1,17912
64,63,Paralelo V2,13155
64,1,Secuencial,0
64,1,Paralelo V1,22
64,2,Paralelo V1,77
64,4,Paralelo V1,207
64,8,Paralelo V1,996
64,16,Paralelo V1,3795
64,32,Paralelo V1,9475
64,64,Paralelo V1,18177
64,63,Paralelo V2,12654
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,76
64,4,Paralelo V1,197
64,8,Paralelo V1,973
64,16,Paralelo V1,3497
64,32,Paralelo V1,8867
64,64,Paralelo V1,20481
64,63,Paralelo V2,15040
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,72
64,4,Paralelo V1,186
64,8,Paralelo V1,903
64,16,Paralelo V1,3278
64,32,Paralelo V1,8723
64,64,Paralelo V1,17343
64,63,Paralelo V2,12886
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,66
64,4,Paralelo V1,181
64,8,Paralelo V1,878
64,16,Paralelo V1,3228
64,32,Paralelo V1,9342
64,64,Paralelo V1,17847
64,63,Paralelo V2,12879
64,1,Secuencial,0
64,1,Paralelo V1,17
64,2,Paralelo V1,67
64,4,Paralelo V1,174
64,8,Paralelo V1,857
64,16,Paralelo V1,3106
64,32,Paralelo V1,8855
64,64,Paralelo V1,18467
64,63,Paralelo V2,13488
64,1,Secuencial,0
64,1,Paralelo V1,17
64,2,Paralelo V1,67
64,4,Paralelo V1,182
64,8,Paralelo V1,866
64,16,Paralelo V1,3160
64,32,Paralelo V1,8932
64,64,Paralelo V1,17263
64,63,Paralelo V2,12942
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,79
64,4,Paralelo V1,192
64,8,Paralelo V1,966
64,16,Paralelo V1,3553
64,32,Paralelo V1,8938
64,64,Paralelo V1,16983
64,63,Paralelo V2,16483
64,1,Secuencial,0
64,1,Paralelo V1,64
64,2,Paralelo V1,98
64,4,Paralelo V1,224
64,8,Paralelo V1,1143
64,16,Paralelo V1,4193
64,32,Paralelo V1,10974
64,64,Paralelo V1,20956
64,63,Paralelo V2,16519
64,1,Secuencial,0
64,1,Paralelo V1,41
64,2,Paralelo V1,81
64,4,Paralelo V1,263
64,8,Paralelo V1,1567
64,16,Paralelo V1,4426
64,32,Paralelo V1,11150
64,64,Paralelo V1,21038
64,63,Paralelo V2,15689
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,76
64,4,Paralelo V1,202
64,8,Paralelo V1,1111
64,16,Paralelo V1,3904
64,32,Paralelo V1,9698
64,64,Paralelo V1,16961
64,63,Paralelo V2,15824
64,1,Secuencial,0
64,1,Paralelo V1,23
64,2,Paralelo V1,88
64,4,Paralelo V1,285
64,8,Paralelo V1,1198
64,16,Paralelo V1,4374
64,32,Paralelo V1,11665
64,64,Paralelo V1,21101
64,63,Paralelo V2,12682
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,73
64,4,Paralelo V1,193
64,8,Paralelo V1,950
64,16,Paralelo V1,3529
64,32,Paralelo V1,8950
64,64,Paralelo V1,21798
64,63,Paralelo V2,16014
64,1,Secuencial,0
64,1,Paralelo V1,74
64,2,Paralelo V1,86
64,4,Paralelo V1,314
64,8,Paralelo V1,1178
64,16,Paralelo V1,4336
64,32,Paralelo V1,10796
64,64,Paralelo V1,17392
64,63,Paralelo V2,16090
64,1,Secuencial,0
64,1,Paralelo V1,40
64,2,Paralelo V1,79
64,4,Paralelo V1,230
64,8,Paralelo V1,1172
64,16,Paralelo V1,4530
64,32,Paralelo V1,11067
64,64,Paralelo V1,21740
64,63,Paralelo V2,14152
64,1,Secuencial,0
64,1,Paralelo V1,49
64,2,Paralelo V1,118
64,4,Paralelo V1,184
64,8,Paralelo V1,858
64,16,Paralelo V1,3225
64,32,Paralelo V1,9177
64,64,Paralelo V1,16826
64,63,Paralelo V2,12799
64,1,Secuencial,0
64,1,Paralelo V1,18
64,2,Paralelo V1,67
64,4,Paralelo V1,179
64,8,Paralelo V1,847
64,16,Paralelo V1,3066
64,32,Paralelo V1,8734
64,64,Paralelo V1,17595
64,63,Paralelo V2,12589
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,74
64,4,Paralelo V1,198
64,8,Paralelo V1,972
64,16,Paralelo V1,3726
64,32,Paralelo V1,9153
64,64,Paralelo V1,18080
64,63,Paralelo V2,16263
64,1,Secuencial,0
64,1,Paralelo V1,28
64,2,Paralelo V1,89
64,4,Paralelo V1,258
64,8,Paralelo V1,1162
64,16,Paralelo V1,4146
64,32,Paralelo V1,11596
64,64,Paralelo V1,21339
64,63,Paralelo V2,16127
64,1,Secuencial,0
64,1,Paralelo V1,23
64,2,Paralelo V1,100
64,4,Paralelo V1,263
64,8,Paralelo V1,1141
64,16,Paralelo V1,4352
64,32,Paralelo V1,11164
64,64,Paralelo V1,21342
64,63,Paralelo V2,13822
64,1,Secuencial,0
64,1,Paralelo V1,35
64,2,Paralelo V1,99
64,4,Paralelo V1,247
64,8,Paralelo V1,898
64,16,Paralelo V1,3263
64,32,Paralelo V1,8862
64,64,Paralelo V1,17075
64,63,Paralelo V2,13471
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,69
64,4,Paralelo V1,179
64,8,Paralelo V1,856
64,16,Paralelo V1,3086
64,32,Paralelo V1,8879
64,64,Paralelo V1,17251
64,63,Paralelo V2,13361
64,1,Secuencial,0
64,1,Paralelo V1,83
64,2,Paralelo V1,102
64,4,Paralelo V1,205
64,8,Paralelo V1,1214
64,16,Paralelo V1,3578
64,32,Paralelo V1,9308
64,64,Paralelo V1,16738
64,63,Paralelo V2,16066
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,119
64,4,Paralelo V1,228
64,8,Paralelo V1,1156
64,16,Paralelo V1,4861
64,32,Paralelo V1,11346
64,64,Paralelo V1,20358
64,63,Paralelo V2,12746
64,1,Secuencial,0
64,1,Paralelo V1,18
64,2,Paralelo V1,67
64,4,Paralelo V1,181
64,8,Paralelo V1,881
64,16,Paralelo V1,3218
64,32,Paralelo V1,9482
64,64,Paralelo V1,17880
64,63,Paralelo V2,12522
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,74
64,4,Paralelo V1,198
64,8,Paralelo V1,975
64,16,Paralelo V1,3572
64,32,Paralelo V1,9365
64,64,Paralelo V1,17234
64,63,Paralelo V2,13507
64,1,Secuencial,0
64,1,Paralelo V1,74
64,2,Paralelo V1,87
64,4,Paralelo V1,291
64,8,Paralelo V1,1212
64,16,Paralelo V1,4505
64,32,Paralelo V1,11161
64,64,Paralelo V1,20055
64,63,Paralelo V2,16421
64,1,Secuencial,0
64,1,Paralelo V1,28
64,2,Paralelo V1,99
64,4,Paralelo V1,226
64,8,Paralelo V1,1016
64,16,Paralelo V1,3679
64,32,Paralelo V1,8906
64,64,Paralelo V1,17197
64,63,Paralelo V2,12880
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,66
64,4,Paralelo V1,179
64,8,Paralelo V1,854
64,16,Paralelo V1,3088
64,32,Paralelo V1,9937
64,64,Paralelo V1,22915
64,63,Paralelo V2,13487
64,1,Secuencial,0
64,1,Paralelo V1,18
64,2,Paralelo V1,67
64,4,Paralelo V1,183
64,8,Paralelo V1,848
64,16,Paralelo V1,3129
64,32,Paralelo V1,9025
64,64,Paralelo V1,17583
64,63,Paralelo V2,12644
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,72
64,4,Paralelo V1,196
64,8,Paralelo V1,980
64,16,Paralelo V1,3615
64,32,Paralelo V1,8869
64,64,Paralelo V1,17472
64,63,Paralelo V2,12582
64,1,Secuencial,0
64,1,Paralelo V1,20
64,2,Paralelo V1,72
64,4,Paralelo V1,192
64,8,Paralelo V1,959
64,16,Paralelo V1,3489
64,32,Paralelo V1,8798
64,64,Paralelo V1,17112
64,63,Paralelo V2,12838
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,76
64,4,Paralelo V1,205
64,8,Paralelo V1,994
64,16,Paralelo V1,3601
64,32,Paralelo V1,9026
64,64,Paralelo V1,17617
64,63,Paralelo V2,13026
64,1,Secuencial,0
64,1,Paralelo V1,19
64,2,Paralelo V1,68
64,4,Paralelo V1,179
64,8,Paralelo V1,862
64,16,Paralelo V1,3129
64,32,Paralelo V1,8803
64,64,Paralelo V1,17440
64,63,Paralelo V2,12731
64,1,Secuencial,0
64,1,Paralelo V1,18
64,2,Paralelo V1,65
64,4,Paralelo V1,170
64,8,Paralelo V1,843
64,16,Paralelo V1,3141
64,32,Paralelo V1,8528
64,64,Paralelo V1,16637
64,63,Paralelo V2,14831
64,1,Secuencial,0
64,1,Paralelo V1,21
64,2,Paralelo V1,99
64,4,Paralelo V1,276
64,8,Paralelo V1,1502
64,16,Paralelo V1,4318
64,32,Paralelo V1,10633
64,64,Paralelo V1,17246
64,63,Paralelo V2,16656
64,1,Secuencial,0
64,1,Paralelo V1,34
64,2,Paralelo V1,86
64,4,Paralelo V1,277
64,8,Paralelo V1,1193
64,16,Paralelo V1,4758
64,32,Paralelo V1,10747
64,64,Paralelo V1,21751
64,63,Paralelo V2,15972
64,1,Secuencial,0
64,1,Paralelo V1,22
64,2,Paralelo V1,82
64,4,Paralelo V1,228
64,8,Paralelo V1,1166
64,16,Paralelo V1,4572
